,SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
152876,NSE,E,1624,EQUITY,0,IOC,1.0,Indian Oil Corporation,,,,5.0,,ES,EQ,INDIAN OIL CORP LTD
152878,NSE,E,16249,EQUITY,0,INFIBEAM,1.0,Infibeam Avenues,,,,5.0,,ES,EQ,INFIBEAM AVENUES LIMITED
152883,NSE,E,1627,EQUITY,0,LINDEINDIA,1.0,Linde,,,,5.0,,ES,EQ,LINDE INDIA LIMITED
152885,NSE,E,1628,EQUITY,0,BECTORFOOD,1.0,Mrs. Bectors Food,,,,5.0,,ES,EQ,MRS BECTORS FOOD SPE LTD
152888,NSE,E,16292,EQUITY,0,PANACHE,1.0,Panache Digilife,,,,5.0,,ES,EQ,PANACHE DIGILIFE LIMITED
152889,NSE,E,163,EQUITY,0,APOLLOTYRE,1.0,Apollo Tyres,,,,5.0,,ES,EQ,APOLLO TYRES LTD
152890,NSE,E,1630,EQUITY,0,IONEXCHANG,1.0,ION EXCHANGE (INDIA) LTD,,,,5.0,,ES,EQ,ION EXCHANGE (INDIA) LTD
152891,NSE,E,1633,EQUITY,0,IPCALAB,1.0,IPCA Laboratories,,,,5.0,,ES,EQ,IPCA LABORATORIES LTD
152897,NSE,E,16395,EQUITY,0,MMP,1.0,Mmp Industries,,,,5.0,,ES,EQ,MMP INDUSTRIES LIMITED
152902,NSE,E,16419,EQUITY,0,CRAYONS,1000.0,Crayons Advertising,,,,5.0,,ES,SM,CRAYONS ADVERTISING LTD
152905,NSE,E,16454,EQUITY,0,DENTALKART,250.0,Vasa Denticity,,,,5.0,,ES,SM,VASA DENTICITY LIMITED
152908,NSE,E,16483,EQUITY,0,PROV,160.0,Proventus Agrocom,,,,5.0,,ES,SM,PROVENTUS AGROCOM LIMITED
152915,NSE,E,16588,EQUITY,0,INFOLLION,800.0,Infollion Research Services,,,,5.0,,ES,SM,INFOLLION RESEARCH SER L
152916,NSE,E,16589,EQUITY,0,VAISHALI,1.0,Vaishali Pharma,,,,5.0,,ES,EQ,VAISHALI PHARMA LIMITED
152917,NSE,E,166,EQUITY,0,ANDHRAPAP,1.0,Andhra Paper,,,,5.0,,ES,EQ,ANDHRA PAPER LIMITED
152918,NSE,E,1660,EQUITY,0,ITC,1.0,ITC,,,,5.0,,ES,EQ,ITC LTD
152919,NSE,E,1663,EQUITY,0,ATFL,1.0,Agro Tech Foods,,,,5.0,,ES,EQ,AGRO TECH FOODS LIMITED
152921,NSE,E,16639,EQUITY,0,KIRIINDUS,1.0,Kiri Industries,,,,5.0,,ES,EQ,KIRI INDUSTRIES LIMITED
152936,NSE,E,16657,EQUITY,0,ANIKINDS,1.0,Anik Industries,,,,5.0,,ES,EQ,ANIK INDUSTRIES LTD
152937,NSE,E,16658,EQUITY,0,SIGMA,1.0,Sigma Solve,,,,5.0,,ES,EQ,SIGMA SOLVE LIMITED
152938,NSE,E,16669,EQUITY,0,BAJAJ-AUTO,1.0,Bajaj Auto,,,,5.0,,ES,EQ,BAJAJ AUTO LIMITED
152939,NSE,E,16675,EQUITY,0,BAJAJFINSV,1.0,Bajaj Finserv,,,,5.0,,ES,EQ,BAJAJ FINSERV LTD.
152941,NSE,E,16682,EQUITY,0,PTCIL,1.0,PTC Industries,,,,5.0,,ES,EQ,PTC INDUSTRIES LIMITED
152942,NSE,E,16683,EQUITY,0,DIGISPICE,1.0,Digispice Technologies,,,,5.0,,ES,EQ,DIGISPICE TECHNOLOGIES LT
152943,NSE,E,16696,EQUITY,0,GHCLTEXTIL,1.0,GHCL Textiles,,,,5.0,,ES,EQ,GHCL TEXTILES LIMITED
152945,NSE,E,16709,EQUITY,0,GOKUL,1.0,Gokul Refoils & Solvent,,,,5.0,,ES,BE,GOKUL REFOILS & SOLV LTD
152946,NSE,E,16711,EQUITY,0,SAHANA,500.0,Sahana System,,,,5.0,,ES,SM,SAHANA SYSTEM LIMITED
152947,NSE,E,16713,EQUITY,0,UBL,1.0,United Breweries,,,,5.0,,ES,EQ,UNITED BREWERIES LTD
152948,NSE,E,1672,EQUITY,0,HGINFRA,1.0,HG Infra Engineering,,,,5.0,,ES,EQ,H.G.INFRA ENGINEERING LTD
152949,NSE,E,16723,EQUITY,0,ALMONDZ,1.0,Almondz Global Securities,,,,5.0,,ES,BE,ALMONDZ GLOBAL SEC LTD
152950,NSE,E,16725,EQUITY,0,RPGLIFE,1.0,RPG Life Sciences,,,,5.0,,ES,EQ,RPG LIFE SCIENCES LTD
152952,NSE,E,16738,EQUITY,0,MKPL,1.0,M K PROTEINS LIMITED,,,,5.0,,ES,BE,M K PROTEINS LIMITED
152953,NSE,E,16745,EQUITY,0,RBL,1.0,Rane Brake Lining,,,,5.0,,ES,EQ,RANE BRAKE LINING LTD
152954,NSE,E,1675,EQUITY,0,ITI,1.0,ITI,,,,5.0,,ES,EQ,ITI LTD
152955,NSE,E,16751,EQUITY,0,RANEENGINE,1.0,Rane Engine Valve,,,,5.0,,ES,EQ,RANE ENG VALVE LTD
152956,NSE,E,16758,EQUITY,0,KDL,400.0,Kore Digital,,,,5.0,,ES,SM,KORE DIGITAL LIMITED
152962,NSE,E,16787,EQUITY,0,GET&D,1.0,GE T&D,,,,5.0,,ES,BE,GE T&D INDIA LIMITED
152965,NSE,E,16795,EQUITY,0,ARCHIDPLY,1.0,Archidply,,,,5.0,,ES,EQ,ARCHIDPLY IND. LTD
152976,NSE,E,16811,EQUITY,0,LOTUSEYE,1.0,Lotus Eye Hospital,,,,5.0,,ES,BE,LOTUS EYE HOSP & INST L
152980,NSE,E,16821,EQUITY,0,VINYLINDIA,1.0,Vinyl Chemicals,,,,5.0,,ES,EQ,VINYL CHEMICALS (I) LTD.
152981,NSE,E,16822,EQUITY,0,IKIO,1.0,IKIO Lighting,,,,5.0,,ES,EQ,IKIO LIGHTING LIMITED
152982,NSE,E,16827,EQUITY,0,KOKUYOCMLN,1.0,Kokuyo Camlin,,,,5.0,,ES,EQ,KOKUYO CAMLIN LIMITED
152986,NSE,E,16845,EQUITY,0,LGBFORGE,1.0,LGB Forge,,,,5.0,,ES,EQ,LGB FORGE LIMITED
152988,NSE,E,16859,EQUITY,0,SINDHUTRAD,1.0,Sindhu Trade Links,,,,5.0,,ES,EQ,SINDHU TRADE LINKS LTD
152989,NSE,E,16863,EQUITY,0,LPDC,1.0,Landmark Property Development,,,,5.0,,ES,EQ,LANDMARK PR.DEV.CO.LTD
152994,NSE,E,16876,EQUITY,0,SPECTSTM,800.0,Spectrum Talent Management,,,,5.0,,ES,SM,SPECTRUM TALENT MGMT LTD
152995,NSE,E,16888,EQUITY,0,URBAN,1200.0,Urban Enviro Waste Management,,,,5.0,,ES,SM,URBAN ENVIRO WASTE MGMT L
152997,NSE,E,16900,EQUITY,0,DPWIRES,1.0,DP Wires,,,,5.0,,ES,EQ,D P WIRES LIMITED
152998,NSE,E,16908,EQUITY,0,TOUCHWOOD,1.0,Touchwood Entertainment,,,,5.0,,ES,EQ,TOUCHWOOD ENTERTAIN LTD.
152999,NSE,E,16913,EQUITY,0,ARTEMISMED,1.0,ARTEMIS MED SERVICE LTD,,,,5.0,,ES,EQ,ARTEMIS MED SERVICE LTD
153000,NSE,E,16915,EQUITY,0,ZFCVINDIA,1.0,ZF Commercial,,,,5.0,,ES,EQ,ZF COM VE CTR SYS IND LTD
153001,NSE,E,16921,EQUITY,0,20MICRONS,1.0,20 Microns,,,,5.0,,ES,EQ,20 MICRONS LTD
153003,NSE,E,16927,EQUITY,0,JOCIL,1.0,Jocil,,,,5.0,,ES,EQ,JOCIL LIMITED
153006,NSE,E,16933,EQUITY,0,INDBANK,1.0,Indbank Merchant Banking,,,,5.0,,ES,EQ,INDBANK MERCH BANK
153011,NSE,E,16947,EQUITY,0,ASHOKAMET,1.0,Ashoka Metcast,,,,5.0,,ES,BE,ASHOKA METCAST LIMITED
153013,NSE,E,16950,EQUITY,0,CELLPOINT,1200.0,Cell Point,,,,5.0,,ES,SM,CELL POINT (INDIA) LTD
153014,NSE,E,16954,EQUITY,0,VILINBIO,4000.0,Vilin Bio Med,,,,5.0,,ES,SM,VILIN BIO MED LIMITED
153015,NSE,E,16959,EQUITY,0,ALKALI,1.0,Alkali Metals,,,,5.0,,ES,EQ,ALKALI METALS LTD
153016,NSE,E,16961,EQUITY,0,AATMAJ,2000.0,Aatmaj Healthcare,,,,5.0,,ES,SM,AATMAJ HEALTHCARE LIMITED
153017,NSE,E,16965,EQUITY,0,TATAMTRDVR,1.0,Tata Motors DVR,,,,5.0,,ES,EQ,TATA MOTORS DVR  A  ORD
153028,NSE,E,16986,EQUITY,0,COUNCODOS,1.0,Country Condos,,,,5.0,,ES,EQ,COUNTRY CONDO S LIMITED
153039,NSE,E,17000,EQUITY,0,TPHQ,1.0,TEAMO PRODUCTIONS HQ LTD,,,,5.0,,ES,BE,TEAMO PRODUCTIONS HQ LTD
153041,NSE,E,17006,EQUITY,0,FELDVR,1.0,Future Enterprises DVR,,,,5.0,,ES,BE,FUTURE ENTERPRISES LTD
153043,NSE,E,17010,EQUITY,0,GENSOL,1.0,Gensol Engineering,,,,5.0,,ES,EQ,GENSOL ENGINEERING LTD
153046,NSE,E,17022,EQUITY,0,MAWANASUG,1.0,Mawana Sugars,,,,5.0,,ES,EQ,MAWANA SUGARS LIMITED
153048,NSE,E,17029,EQUITY,0,PATANJALI,1.0,Patanjali Foods,,,,5.0,,ES,EQ,PATANJALI FOODS LIMITED
153050,NSE,E,17032,EQUITY,0,THYROCARE,1.0,Thyrocare Technologies,,,,5.0,,ES,EQ,THYROCARE TECH LTD
153056,NSE,E,17050,EQUITY,0,HINDNATGLS,1.0,HIND NATL GLASS & IND LTD,,,,5.0,,ES,BE,HIND NATL GLASS & IND LTD
153057,NSE,E,17053,EQUITY,0,HMAAGRO,1.0,HMA AGRO INDUSTRIES LTD,,,,5.0,,ES,EQ,HMA AGRO INDUSTRIES LTD
153058,NSE,E,17059,EQUITY,0,PALREDTEC,1.0,Palred Technologies,,,,5.0,,ES,BE,PALRED TECHNOLOGIES LTD
153059,NSE,E,17069,EQUITY,0,UJJIVAN,1.0,Ujjivan Financial Services,,,,5.0,,ES,EQ,UJJIVAN FIN. SERVC. LTD.
153060,NSE,E,17071,EQUITY,0,URAVI,1.0,Uravi T & Wedge Lamps,,,,5.0,,ES,EQ,URAVI T AND WEDG LAMP LTD
153061,NSE,E,1708,EQUITY,0,JAYBARMARU,1.0,JAY BHARAT MARUTI LTD,,,,5.0,,ES,EQ,JAY BHARAT MARUTI LTD
153062,NSE,E,17084,EQUITY,0,ESFL,1200.0,Essen Specialty Films,,,,5.0,,ES,SM,ESSEN SPECIALITY FILMS L
153063,NSE,E,17088,EQUITY,0,MAGSON,2000.0,Magson Retail & Distribution,,,,5.0,,ES,SM,MAGSON RETAIL AND DIST L
153065,NSE,E,17092,EQUITY,0,GREENCHEF,800.0,Greenchef Appliances,,,,5.0,,ES,SM,GREENCHEF APPLIANCES LTD
153066,NSE,E,17094,EQUITY,0,CROMPTON,1.0,Crompton Greaves,,,,5.0,,ES,EQ,CROMPT GREA CON ELEC LTD
153072,NSE,E,17105,EQUITY,0,SUMICHEM,1.0,Sumitomo Chemical,,,,5.0,,ES,EQ,SUMITOMO CHEM INDIA LTD
153087,NSE,E,17130,EQUITY,0,PARAGMILK,1.0,Parag Milk Foods,,,,5.0,,ES,EQ,PARAG MILK FOODS LTD.
153089,NSE,E,17132,EQUITY,0,PENTAGON,1000.0,Pentagon Rubber,,,,5.0,,ES,SM,PENTAGON RUBBER LIMITED
153090,NSE,E,17140,EQUITY,0,IDEAFORGE,1.0,Ideaforge Technology,,,,5.0,,ES,EQ,IDEAFORGE TECHNO LTD
153091,NSE,E,17145,EQUITY,0,AARTECH,1.0,Aartech Solonics,,,,5.0,,ES,EQ,AARTECH SOLONICS LIMITED
153097,NSE,E,17167,EQUITY,0,GLOBALPET,1500.0,Global Pet Industries,,,,5.0,,ES,SM,GLOBAL PET INDUSTRIES LTD
153101,NSE,E,17186,EQUITY,0,SHRIPISTON,1.0,Shriram Pistons & Rings,,,,5.0,,ES,EQ,SHRIRAM PIST. & RING LTD
153102,NSE,E,17187,EQUITY,0,CYIENTDLM,1.0,Cyient DLM,,,,5.0,,ES,EQ,CYIENT DLM LIMITED
153103,NSE,E,17197,EQUITY,0,PAKKA,1.0,Pakka,,,,5.0,,ES,EQ,PAKKA LIMITED
153104,NSE,E,1720,EQUITY,0,JAYSREETEA,1.0,Jayshree Tea & Industries,,,,5.0,,ES,EQ,JAYSHREE TEA & INDUSTRIES
153106,NSE,E,17203,EQUITY,0,SYNOPTICS,600.0,Synoptics Technologies,,,,5.0,,ES,SM,SYNOPTICS TECHNOLOGIES L
153109,NSE,E,17210,EQUITY,0,TRIDHYA,3000.0,Tridhya Tech,,,,5.0,,ES,SM,TRIDHYA TECH LIMITED
153117,NSE,E,17256,EQUITY,0,ALBERTDAVD,1.0,Albert David,,,,5.0,,ES,EQ,ALBERT DAVID LIMITED
153119,NSE,E,1726,EQUITY,0,JBCHEPHARM,1.0,J B CHEMICALS AND PHARMA,,,,5.0,,ES,EQ,J B CHEMICALS AND PHARMA
153120,NSE,E,17263,EQUITY,0,ARMANFIN,1.0,Arman Financial Services,,,,5.0,,ES,EQ,ARMAN FIN SERV LTD
153123,NSE,E,17270,EQUITY,0,ASPINWALL,1.0,Aspinwall & Co,,,,5.0,,ES,EQ,ASPINWALL & CO LTD
153124,NSE,E,17271,EQUITY,0,SENCO,1.0,Senco Gold,,,,5.0,,ES,EQ,SENCO GOLD LIMITED
153126,NSE,E,17279,EQUITY,0,BLS,1.0,BLS International Services,,,,5.0,,ES,EQ,BLS INTL SERVS LTD
153127,NSE,E,17295,EQUITY,0,NAGAFERT,1.0,Nagarjuna Fertilizers & Chemicals,,,,5.0,,ES,EQ,NAGARJUN FERT AND CHE LTD
153130,NSE,E,17307,EQUITY,0,AJMERA,1.0,Ajmera Realty & Infra,,,,5.0,,ES,EQ,AJMERA REALTY & INF I LTD
153131,NSE,E,17313,EQUITY,0,LLOYDSME,1.0,Lloyds Metals & Energy,,,,5.0,,ES,EQ,LLOYDS METALS N ENERGY L
153142,NSE,E,17333,EQUITY,0,MHRIL,1.0,Mahindra Holidays,,,,5.0,,ES,EQ,MAHINDRA HOLIDAYS LTD
153147,NSE,E,17351,EQUITY,0,SALONA,1.0,Salona Cotspin,,,,5.0,,ES,EQ,SALONA COTSPIN LTD.
153149,NSE,E,17357,EQUITY,0,GKWLIMITED,1.0,GKW,,,,5.0,,ES,EQ,GKW LIMITED
153150,NSE,E,17358,EQUITY,0,UTKARSHBNK,1.0,Utkarsh Small Finance Bank,,,,5.0,,ES,EQ,UTKARSH SMALL FIN BANK L
153151,NSE,E,17364,EQUITY,0,VINATIORGA,1.0,Vinati Organics,,,,5.0,,ES,EQ,VINATI ORGANICS LTD
153152,NSE,E,17372,EQUITY,0,DRONE,1000.0,Drone Destination,,,,5.0,,ES,SM,DRONE DESTINATION LIMITED
153154,NSE,E,17380,EQUITY,0,EXCEL,1.0,EXCEL REALTY N INFRA LTD,,,,5.0,,ES,BE,EXCEL REALTY N INFRA LTD
153155,NSE,E,17388,EQUITY,0,ADANIPOWER,1.0,Adani Power,,,,5.0,,ES,EQ,ADANI POWER LTD
153158,NSE,E,17397,EQUITY,0,PREMEXPLN,1.0,Premier Explosives,,,,5.0,,ES,EQ,PREMIER EXPLOSIVES LTD
153160,NSE,E,17399,EQUITY,0,SERVICE,2000.0,Service Care,,,,5.0,,ES,SM,SERVICE CARE LIMITED
153161,NSE,E,17400,EQUITY,0,NHPC,1.0,NHPC,,,,5.0,,ES,EQ,NHPC LTD
153164,NSE,E,17424,EQUITY,0,GLOBUSSPR,1.0,Globus Spirits,,,,5.0,,ES,EQ,GLOBUS SPIRITS LTD
153165,NSE,E,17433,EQUITY,0,NETWEB,1.0,Netweb Technologies,,,,5.0,,ES,EQ,NETWEB TECH INDIA LTD
153166,NSE,E,17438,EQUITY,0,OIL,1.0,Oil India,,,,5.0,,ES,EQ,OIL INDIA LTD
153181,NSE,E,17477,EQUITY,0,CONTROLPR,1.0,Control Print,,,,5.0,,ES,EQ,CONTROL PRINT LIMITED
153184,NSE,E,17486,EQUITY,0,EXPLEOSOL,1.0,Expleo Solutions,,,,5.0,,ES,EQ,EXPLEO SOLUTIONS LIMITED
153190,NSE,E,17511,EQUITY,0,INCREDIBLE,1.0,Incredible Industries,,,,5.0,,ES,BE,INCREDIBLE INDUSTRIES LTD
153191,NSE,E,17514,EQUITY,0,SETCO,1.0,Setco Automotive,,,,5.0,,ES,EQ,SETCO AUTOMOTIVE LTD
153194,NSE,E,17524,EQUITY,0,RTNPOWER,1.0,RattanIndia Power,,,,5.0,,ES,BE,RATTANINDIA POWER LIMITED
153196,NSE,E,17531,EQUITY,0,MAHASTEEL,1.0,Mahamaya Steel Industries,,,,5.0,,ES,BE,MAHAMAYA STEEL INDS LTD
153197,NSE,E,17534,EQUITY,0,MGL,1.0,Mahanagar Gas,,,,5.0,,ES,EQ,MAHANAGAR GAS LTD.
153199,NSE,E,17541,EQUITY,0,DAMODARIND,1.0,Damodar Industries,,,,5.0,,ES,EQ,DAMODAR INDUSTRIES LTD
153202,NSE,E,17547,EQUITY,0,AMRUTANJAN,1.0,Amrutanjan Health Care,,,,5.0,,ES,EQ,AMRUTAJAN HEALTH LTD
153203,NSE,E,1756,EQUITY,0,JINDALPOLY,1.0,Jindal Poly Films,,,,5.0,,ES,EQ,JINDAL POLY FILMS LIMITED
153209,NSE,E,17598,EQUITY,0,ASALCBR,1.0,Associated Alcohols & Breweries,,,,5.0,,ES,EQ,ASSO ALCOHOLS & BREW LTD
153210,NSE,E,17603,EQUITY,0,MAHEPC,1.0,Mahindra EPC Irrigation,,,,5.0,,ES,EQ,MAHINDRA EPC IRRIG LTD
153214,NSE,E,17625,EQUITY,0,MOLDTECH,1.0,Mold-Tek Technologies,,,,5.0,,ES,EQ,MOLD-TEK TECHNOLOGIES LTD
153215,NSE,E,17627,EQUITY,0,YCCL,3000.0,Yasons Chemex Care,,,,5.0,,ES,SM,YASONS CHEMEX CARE LTD
153216,NSE,E,17635,EQUITY,0,ZYDUSWELL,1.0,Zydus Wellness,,,,5.0,,ES,EQ,ZYDUS WELLNESS LIMITED
153218,NSE,E,17641,EQUITY,0,SUNTECK,1.0,Sunteck Realty,,,,5.0,,ES,EQ,SUNTECK REALTY LIMITED
153222,NSE,E,17651,EQUITY,0,POKARNA,1.0,Pokarna,,,,5.0,,ES,EQ,POKARNA LIMITED
153225,NSE,E,17659,EQUITY,0,UNIVPHOTO,1.0,Universus Photo Imagings,,,,5.0,,ES,EQ,UNIVERSUS IMAGINGS LTD
153227,NSE,E,17665,EQUITY,0,ALOKINDS,1.0,Alok Industries,,,,5.0,,ES,BE,ALOK INDUSTRIES LIMITED
153236,NSE,E,17684,EQUITY,0,SHRITECH,2000.0,Shri Techtex,,,,5.0,,ES,SM,SHRI TECHTEX LIMITED
153237,NSE,E,17685,EQUITY,0,GPTINFRA,1.0,GPT Infraprojects,,,,5.0,,ES,EQ,GPT INFRAPROJECTS LTD
153238,NSE,E,17695,EQUITY,0,VIJIFIN,1.0,Viji Finance,,,,5.0,,ES,BE,VIJI FINANCE LIMITED
153241,NSE,E,17704,EQUITY,0,QUESS,1.0,Quess Corp,,,,5.0,,ES,EQ,QUESS CORP LIMITED
153242,NSE,E,17722,EQUITY,0,DEN,1.0,Den Networks,,,,5.0,,ES,EQ,DEN NETWORKS LTD
153243,NSE,E,17728,EQUITY,0,ASTEC,1.0,Astec Lifesciences,,,,5.0,,ES,EQ,ASTEC LIFESCIENCES LTD
153244,NSE,E,17735,EQUITY,0,BAFNAPH,1.0,Bafna Pharmaceuticals,,,,5.0,,ES,BE,BAFNA PHARMACEUTICALS LTD
153245,NSE,E,17738,EQUITY,0,YATHARTH,1.0,Yatharth Hospital,,,,5.0,,ES,EQ,YATHARTH HOSP & TRA C S L
153246,NSE,E,17747,EQUITY,0,NIITMTS,1.0,NIIT Learning Systems,,,,5.0,,ES,EQ,NIIT LEARNING SYSTEMS LTD
153247,NSE,E,17752,EQUITY,0,SHILPAMED,1.0,Shilpa Medicare,,,,5.0,,ES,EQ,SHILPA MEDICARE LTD
153248,NSE,E,17758,EQUITY,0,SARDAEN,1.0,SARDA ENERGY & MIN LTD,,,,5.0,,ES,EQ,SARDA ENERGY & MIN LTD
153249,NSE,E,17764,EQUITY,0,REFEX,1.0,REFEX INDUSTRIES LIMITED,,,,5.0,,ES,EQ,REFEX INDUSTRIES LIMITED
153250,NSE,E,17766,EQUITY,0,ZEAL,600.0,Zeal Global Services,,,,5.0,,ES,SM,ZEAL GLOBAL SERVICES LTD
153251,NSE,E,17770,EQUITY,0,GROBTEA,1.0,Grob Tea Company,,,,5.0,,ES,EQ,THE GROB TEA COMPANY LTD
153252,NSE,E,17778,EQUITY,0,ATL,1.0,Allcargo Terminals,,,,5.0,,ES,EQ,ALLCARGO TERMINALS LTD
153253,NSE,E,17781,EQUITY,0,KKVAPOW,156.0,KKV Agro Powers,,,,5.0,,ES,SM,KKV AGRO POWERS LTD.
153254,NSE,E,17795,EQUITY,0,TREL,1.0,Transindia Real Estate,,,,5.0,,ES,EQ,TRANSINDIA REAL ESTATE L
153255,NSE,E,17798,EQUITY,0,SOMICONVEY,1.0,Somi Conveyor Beltings,,,,5.0,,ES,BE,SOMI CONVEYOR BELT. LTD.
153256,NSE,E,17801,EQUITY,0,LLOYDSENGG,1.0,Lloyds Engineering Works,,,,5.0,,ES,EQ,LLOYDS ENGG WORK LIMITED
153258,NSE,E,17818,EQUITY,0,LTIM,1.0,LTI Mindtree,,,,5.0,,ES,EQ,LTIMINDTREE LIMITED
153259,NSE,E,1782,EQUITY,0,KANPRPLA,1.0,Kanpur Plastipack,,,,5.0,,ES,EQ,KANPUR PLASTIPACK LIMITED
153260,NSE,E,17823,EQUITY,0,SSINFRA,3000.0,SSINFRA,,,,5.0,,ES,SZ,S S INFRA DEVP CONSL LTD
153261,NSE,E,17825,EQUITY,0,ARSHIYA,1.0,Arshiya,,,,5.0,,ES,BE,ARSHIYA LIMITED
153262,NSE,E,17833,EQUITY,0,AHLUCONT,1.0,Ahluwalia Contracts,,,,5.0,,ES,EQ,AHLUWALIA CONT IND LTD
153267,NSE,E,17843,EQUITY,0,GILLANDERS,1.0,Gillanders Arbuthnot,,,,5.0,,ES,BE,GILLANDERS ARBUTHNOT LTD
153269,NSE,E,17851,EQUITY,0,DLINKINDIA,1.0,D-Link,,,,5.0,,ES,EQ,D-LINK INDIA LTD
153272,NSE,E,17859,EQUITY,0,REDTAPE,1.0,Redtape,,,,5.0,,ES,EQ,REDTAPE LIMITED
153276,NSE,E,17869,EQUITY,0,JSWENERGY,1.0,JSW Energy,,,,5.0,,ES,EQ,JSW ENERGY LIMITED
153277,NSE,E,17875,EQUITY,0,GODREJPROP,1.0,Godrej Properties,,,,5.0,,ES,EQ,GODREJ PROPERTIES LTD
153278,NSE,E,17882,EQUITY,0,ORIANA,300.0,Oriana Power,,,,5.0,,ES,SM,ORIANA POWER LIMITED
153279,NSE,E,17885,EQUITY,0,DBCORP,1.0,DB Corp,,,,5.0,,ES,BE,D.B.CORP LTD
153280,NSE,E,17898,EQUITY,0,VINSYS,500.0,Vinsys IT Services,,,,5.0,,ES,SM,VINSYS IT SERVICES IND LT
153282,NSE,E,17903,EQUITY,0,ABBOTINDIA,1.0,Abbott,,,,5.0,,ES,EQ,ABBOTT INDIA LIMITED
153283,NSE,E,17920,EQUITY,0,HDIL,1.0,Housing Development and Infra,,,,5.0,,ES,BZ,HOUSING DEV & INFRA LTD
153284,NSE,E,17922,EQUITY,0,GEEKAYWIRE,1.0,GEEKAY WIRES LIMITED,,,,5.0,,ES,EQ,GEEKAY WIRES LIMITED
153285,NSE,E,17927,EQUITY,0,BAYERCROP,1.0,Bayer Crop Science,,,,5.0,,ES,EQ,BAYER CROPSCIENCE LTD
153287,NSE,E,17933,EQUITY,0,BEARDSELL,1.0,Beardsell,,,,5.0,,ES,EQ,BEARDSELL LIMITED
153289,NSE,E,17939,EQUITY,0,HINDCOPPER,1.0,Hindustan Copper,,,,5.0,,ES,EQ,HINDUSTAN COPPER LTD
153291,NSE,E,17945,EQUITY,0,SUVENPHAR,1.0,Suven Pharmaceuticals,,,,5.0,,ES,EQ,SUVEN PHARMACEUTICALS LTD
153292,NSE,E,17950,EQUITY,0,MELSTAR,1.0,Melstar Information Technologies,,,,5.0,,ES,BZ,MELSTAR INFORMATION TECH
153294,NSE,E,17957,EQUITY,0,MMTC,1.0,MMTC,,,,5.0,,ES,EQ,MMTC LIMITED
153296,NSE,E,17963,EQUITY,0,NESTLEIND,1.0,NESTLE INDIA LIMITED,,,,5.0,,ES,EQ,NESTLE INDIA LIMITED
153298,NSE,E,1797,EQUITY,0,AWHCL,1.0,Antony Waste Handling Cell,,,,5.0,,ES,EQ,ANTONY WASTE HDG CELL LTD
153299,NSE,E,17971,EQUITY,0,SBICARD,1.0,SBI Cards,,,,5.0,,ES,EQ,SBI CARDS & PAY SER LTD
153302,NSE,E,17991,EQUITY,0,TRF,1.0,TRF,,,,5.0,,ES,BE,TRF LIMITED
153309,NSE,E,17999,EQUITY,0,UNITEDTEA,1.0,United Nilgiri Tea,,,,5.0,,ES,EQ,UNITED NILGIRI TEA LTD
153317,NSE,E,18011,EQUITY,0,WHIRLPOOL,1.0,Whirlpool,,,,5.0,,ES,EQ,WHIRLPOOL OF INDIA LTD
153318,NSE,E,18018,EQUITY,0,GATECH,1.0,GACM TECHNOLOGIES LIMITED,,,,5.0,,ES,BE,GACM TECHNOLOGIES LIMITED
153319,NSE,E,18021,EQUITY,0,VLEGOV,1.0,VL E-Governance & IT Solutions,,,,5.0,,ES,BE,VL E GOV AND IT SOL LTD
153321,NSE,E,18026,EQUITY,0,SBFC,1.0,SBFC Finance,,,,5.0,,ES,EQ,SBFC FINANCE LIMITED
153322,NSE,E,18029,EQUITY,0,MBLINFRA,1.0,MBL Infrastructures,,,,5.0,,ES,EQ,MBL INFRASTRUCTURE LTD
153323,NSE,E,18035,EQUITY,0,SANGANI,3000.0,Sangani Hospitals,,,,5.0,,ES,SM,SANGANI HOSPITALS LIMITED
153324,NSE,E,18039,EQUITY,0,ADVENZYMES,1.0,Advanced Enzyme Tech,,,,5.0,,ES,EQ,ADVANCED ENZYME TECH LTD
153325,NSE,E,18040,EQUITY,0,YUDIZ,800.0,Yudiz Solutions,,,,5.0,,ES,SM,YUDIZ SOLUTIONS LIMITED
153326,NSE,E,18049,EQUITY,0,MINDTECK,1.0,Mindteck,,,,5.0,,ES,EQ,MINDTECK (INDIA) LIMITED
153327,NSE,E,1805,EQUITY,0,KABRAEXTRU,1.0,Kabra Extrusiontechnik,,,,5.0,,ES,EQ,KABRA EXTRUSION TECHNIK L
153328,NSE,E,18056,EQUITY,0,SSFL,1000.0,Srivari Spices & Foods,,,,5.0,,ES,SM,SRIVARI SPICES N FOODS L
153329,NSE,E,18060,EQUITY,0,CONCORDBIO,1.0,Concord Biotech,,,,5.0,,ES,EQ,CONCORD BIOTECH LIMITED
